client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
23502,C023502,3/1/2023,8/2/2025,True,Client 23502 (Pty) Ltd,REG0023502,10/10/2018,10,1-20,R20m-R100m,Small,Verified,RM002,32,8
23503,C023503,3/1/2023,8/2/2025,True,Client 23503 (Pty) Ltd,REG0023503,09/12/2016,7,51-100,< R5m,Micro,Rejected,RM038,38,10
23504,C023504,3/1/2023,8/2/2025,True,Client 23504 (Pty) Ltd,REG0023504,07/18/2017,19,1-20,< R5m,Micro,Verified,RM083,3,1
23505,C023505,3/1/2023,8/2/2025,True,Client 23505 (Pty) Ltd,REG0023505,09/14/2021,24,51-100,R100m-R500m,Small,Verified,RM058,29,8
23506,C023506,3/1/2023,8/2/2025,True,Client 23506 (Pty) Ltd,REG0023506,09/27/2019,26,51-100,R20m-R100m,Corporate,Verified,RM042,16,1
23507,C023507,3/1/2023,8/2/2025,True,Client 23507 (Pty) Ltd,REG0023507,03/02/2022,2,51-100,R20m-R100m,Corporate,In Review,RM002,10,5
23508,C023508,3/1/2023,8/2/2025,True,Client 23508 (Pty) Ltd,REG0023508,09/01/2017,26,51-100,< R5m,Micro,Verified,RM016,37,3
23509,C023509,3/1/2023,8/2/2025,True,Client 23509 (Pty) Ltd,REG0023509,01/27/2016,28,21-50,< R5m,Small,In Review,RM012,46,2
23510,C023510,3/1/2023,8/2/2025,True,Client 23510 (Pty) Ltd,REG0023510,12/18/2015,8,51-100,< R5m,Micro,Verified,RM093,27,2
23511,C023511,3/1/2023,8/2/2025,True,Client 23511 (Pty) Ltd,REG0023511,10/24/2022,7,1-20,< R5m,Micro,In Review,RM034,31,2
23512,C023512,3/1/2023,8/2/2025,True,Client 23512 (Pty) Ltd,REG0023512,08/17/2019,28,1-20,< R5m,Medium,Verified,RM087,17,2
23513,C023513,3/1/2023,8/2/2025,True,Client 23513 (Pty) Ltd,REG0023513,07/29/2016,5,1-20,< R5m,Micro,Pending,RM061,25,9
23514,C023514,3/1/2023,8/2/2025,True,Client 23514 (Pty) Ltd,REG0023514,08/21/2019,4,51-100,R100m-R500m,Enterprise,Verified,RM063,22,5
23515,C023515,3/1/2023,8/2/2025,True,Client 23515 (Pty) Ltd,REG0023515,09/25/2022,11,101-250,< R5m,Medium,In Review,RM071,47,4
23516,C023516,3/1/2023,8/2/2025,True,Client 23516 (Pty) Ltd,REG0023516,05/04/2022,26,21-50,R20m-R100m,Small,Verified,RM048,50,6
23517,C023517,3/1/2023,8/2/2025,True,Client 23517 (Pty) Ltd,REG0023517,08/04/2018,28,1-20,R5m-R20m,Micro,Rejected,RM014,13,2
23518,C023518,3/1/2023,8/2/2025,True,Client 23518 (Pty) Ltd,REG0023518,06/06/2016,30,101-250,R20m-R100m,Micro,Verified,RM056,46,9
23519,C023519,3/1/2023,8/2/2025,True,Client 23519 (Pty) Ltd,REG0023519,12/26/2016,10,51-100,< R5m,Small,Rejected,RM093,31,3
23520,C023520,3/1/2023,8/2/2025,True,Client 23520 (Pty) Ltd,REG0023520,06/11/2015,1,251-500,< R5m,Medium,Verified,RM030,32,9
23521,C023521,3/1/2023,8/2/2025,True,Client 23521 (Pty) Ltd,REG0023521,04/21/2020,29,1-20,< R5m,Small,Pending,RM067,39,1
23522,C023522,3/1/2023,8/2/2025,True,Client 23522 (Pty) Ltd,REG0023522,10/20/2016,4,21-50,< R5m,Corporate,Verified,RM011,7,1
23523,C023523,3/1/2023,8/2/2025,True,Client 23523 (Pty) Ltd,REG0023523,12/07/2022,22,251-500,R20m-R100m,Small,In Review,RM074,9,6
23524,C023524,3/1/2023,8/2/2025,True,Client 23524 (Pty) Ltd,REG0023524,04/22/2019,6,51-100,R5m-R20m,Corporate,Verified,RM079,38,7
23525,C023525,3/1/2023,8/2/2025,True,Client 23525 (Pty) Ltd,REG0023525,10/30/2020,18,21-50,R5m-R20m,Corporate,Verified,RM099,20,1
23526,C023526,3/1/2023,8/2/2025,True,Client 23526 (Pty) Ltd,REG0023526,06/07/2016,25,21-50,< R5m,Small,In Review,RM038,32,1
23527,C023527,3/1/2023,8/2/2025,True,Client 23527 (Pty) Ltd,REG0023527,01/04/2015,13,251-500,< R5m,Corporate,In Review,RM005,46,10
23528,C023528,3/1/2023,8/2/2025,True,Client 23528 (Pty) Ltd,REG0023528,12/17/2021,13,101-250,< R5m,Small,Verified,RM095,40,1
23529,C023529,3/1/2023,8/2/2025,True,Client 23529 (Pty) Ltd,REG0023529,04/28/2019,1,1-20,R20m-R100m,Micro,Verified,RM013,33,4
23530,C023530,3/1/2023,8/2/2025,True,Client 23530 (Pty) Ltd,REG0023530,12/10/2017,4,1-20,R5m-R20m,Medium,In Review,RM038,48,1
23531,C023531,3/1/2023,8/2/2025,True,Client 23531 (Pty) Ltd,REG0023531,07/08/2018,4,21-50,R5m-R20m,Small,Pending,RM030,15,4
23532,C023532,3/1/2023,8/2/2025,True,Client 23532 (Pty) Ltd,REG0023532,06/11/2019,18,1-20,< R5m,Small,Verified,RM072,46,10
23533,C023533,3/1/2023,8/2/2025,True,Client 23533 (Pty) Ltd,REG0023533,02/28/2022,24,1-20,< R5m,Micro,Verified,RM028,30,2
23534,C023534,3/1/2023,8/2/2025,True,Client 23534 (Pty) Ltd,REG0023534,05/27/2017,27,101-250,< R5m,Micro,Verified,RM094,16,5
23535,C023535,3/1/2023,8/2/2025,True,Client 23535 (Pty) Ltd,REG0023535,12/27/2017,18,21-50,R20m-R100m,Enterprise,Verified,RM047,38,1
23536,C023536,3/1/2023,8/2/2025,True,Client 23536 (Pty) Ltd,REG0023536,12/21/2022,18,21-50,R5m-R20m,Medium,Verified,RM020,36,9
23537,C023537,3/1/2023,8/2/2025,True,Client 23537 (Pty) Ltd,REG0023537,03/12/2018,15,1-20,R100m-R500m,Small,Verified,RM011,16,6
23538,C023538,3/1/2023,8/2/2025,True,Client 23538 (Pty) Ltd,REG0023538,04/27/2019,18,51-100,< R5m,Small,Verified,RM029,4,3
23539,C023539,3/1/2023,8/2/2025,True,Client 23539 (Pty) Ltd,REG0023539,08/02/2019,15,1-20,R20m-R100m,Medium,Verified,RM015,42,2
23540,C023540,3/1/2023,8/2/2025,True,Client 23540 (Pty) Ltd,REG0023540,05/28/2019,17,51-100,< R5m,Corporate,Verified,RM079,49,9
23541,C023541,3/1/2023,8/2/2025,True,Client 23541 (Pty) Ltd,REG0023541,09/27/2022,29,51-100,R5m-R20m,Corporate,Verified,RM027,43,8
23542,C023542,3/1/2023,8/2/2025,True,Client 23542 (Pty) Ltd,REG0023542,05/02/2018,5,251-500,R5m-R20m,Small,Verified,RM064,26,2
23543,C023543,3/1/2023,8/2/2025,True,Client 23543 (Pty) Ltd,REG0023543,08/18/2019,11,21-50,< R5m,Corporate,Rejected,RM083,7,6
23544,C023544,3/1/2023,8/2/2025,True,Client 23544 (Pty) Ltd,REG0023544,11/10/2015,16,1-20,R5m-R20m,Medium,Verified,RM021,43,6
23545,C023545,3/1/2023,8/2/2025,True,Client 23545 (Pty) Ltd,REG0023545,12/30/2016,20,251-500,< R5m,Micro,Pending,RM059,2,3
23546,C023546,3/1/2023,8/2/2025,True,Client 23546 (Pty) Ltd,REG0023546,01/19/2016,2,21-50,R5m-R20m,Micro,In Review,RM081,19,4
23547,C023547,3/1/2023,8/2/2025,True,Client 23547 (Pty) Ltd,REG0023547,11/24/2019,17,21-50,R5m-R20m,Medium,Verified,RM100,6,1
23548,C023548,3/1/2023,8/2/2025,True,Client 23548 (Pty) Ltd,REG0023548,12/18/2019,1,1-20,R20m-R100m,Corporate,Verified,RM033,11,5
23549,C023549,3/1/2023,8/2/2025,True,Client 23549 (Pty) Ltd,REG0023549,05/13/2021,18,1-20,R5m-R20m,Small,In Review,RM055,6,5
23550,C023550,3/1/2023,8/2/2025,True,Client 23550 (Pty) Ltd,REG0023550,12/31/2017,17,1-20,R5m-R20m,Medium,Verified,RM003,10,4
23551,C023551,3/1/2023,8/2/2025,True,Client 23551 (Pty) Ltd,REG0023551,02/26/2018,25,1-20,R5m-R20m,Medium,In Review,RM039,38,6
23552,C023552,3/1/2023,8/2/2025,True,Client 23552 (Pty) Ltd,REG0023552,07/08/2022,18,1-20,< R5m,Small,Verified,RM007,1,6
23553,C023553,3/1/2023,8/2/2025,True,Client 23553 (Pty) Ltd,REG0023553,03/29/2019,19,1-20,< R5m,Small,Verified,RM093,44,7
23554,C023554,3/1/2023,8/2/2025,True,Client 23554 (Pty) Ltd,REG0023554,02/08/2020,25,21-50,< R5m,Micro,In Review,RM023,33,8
23555,C023555,3/1/2023,8/2/2025,True,Client 23555 (Pty) Ltd,REG0023555,01/20/2017,5,1-20,< R5m,Enterprise,Verified,RM063,22,1
23556,C023556,3/1/2023,8/2/2025,True,Client 23556 (Pty) Ltd,REG0023556,09/09/2017,30,101-250,< R5m,Micro,Verified,RM052,24,8
23557,C023557,3/1/2023,8/2/2025,True,Client 23557 (Pty) Ltd,REG0023557,04/25/2022,13,1-20,R5m-R20m,Micro,Verified,RM017,50,9
23558,C023558,3/1/2023,8/2/2025,True,Client 23558 (Pty) Ltd,REG0023558,08/16/2015,24,501-1000,R20m-R100m,Micro,In Review,RM080,29,8
23559,C023559,3/1/2023,8/2/2025,True,Client 23559 (Pty) Ltd,REG0023559,08/05/2020,23,1-20,R5m-R20m,Small,Verified,RM008,15,8
23560,C023560,3/1/2023,8/2/2025,True,Client 23560 (Pty) Ltd,REG0023560,05/31/2020,30,251-500,R5m-R20m,Micro,Verified,RM032,45,10
23561,C023561,3/1/2023,8/2/2025,True,Client 23561 (Pty) Ltd,REG0023561,08/26/2020,6,1-20,< R5m,Corporate,Verified,RM088,45,1
23562,C023562,3/1/2023,8/2/2025,True,Client 23562 (Pty) Ltd,REG0023562,05/28/2019,13,1000+,R20m-R100m,Micro,Rejected,RM032,49,10
23563,C023563,3/1/2023,8/2/2025,True,Client 23563 (Pty) Ltd,REG0023563,01/12/2015,18,21-50,< R5m,Corporate,Verified,RM081,47,7
23564,C023564,3/1/2023,8/2/2025,True,Client 23564 (Pty) Ltd,REG0023564,03/03/2019,30,1-20,< R5m,Corporate,Verified,RM077,39,9
23565,C023565,3/1/2023,8/2/2025,True,Client 23565 (Pty) Ltd,REG0023565,11/22/2016,29,1-20,R20m-R100m,Micro,In Review,RM049,3,10
23566,C023566,3/1/2023,8/2/2025,True,Client 23566 (Pty) Ltd,REG0023566,10/06/2019,4,501-1000,R100m-R500m,Small,Verified,RM050,27,3
23567,C023567,3/1/2023,8/2/2025,True,Client 23567 (Pty) Ltd,REG0023567,03/06/2019,9,1-20,< R5m,Micro,Verified,RM091,8,4
23568,C023568,3/1/2023,8/2/2025,True,Client 23568 (Pty) Ltd,REG0023568,03/11/2015,23,21-50,< R5m,Micro,Verified,RM091,30,8
23569,C023569,3/1/2023,8/2/2025,True,Client 23569 (Pty) Ltd,REG0023569,11/25/2020,3,1-20,< R5m,Small,Rejected,RM038,29,8
23570,C023570,3/1/2023,8/2/2025,True,Client 23570 (Pty) Ltd,REG0023570,02/26/2021,22,1-20,R5m-R20m,Micro,Verified,RM083,38,7
23571,C023571,3/1/2023,8/2/2025,True,Client 23571 (Pty) Ltd,REG0023571,04/22/2019,24,1-20,< R5m,Small,Verified,RM070,32,8
23572,C023572,3/1/2023,8/2/2025,True,Client 23572 (Pty) Ltd,REG0023572,09/20/2016,24,51-100,< R5m,Micro,Verified,RM081,3,3
23573,C023573,3/1/2023,8/2/2025,True,Client 23573 (Pty) Ltd,REG0023573,07/11/2018,8,21-50,R5m-R20m,Small,In Review,RM093,20,2
23574,C023574,3/1/2023,8/2/2025,True,Client 23574 (Pty) Ltd,REG0023574,06/24/2017,13,1-20,R5m-R20m,Micro,Verified,RM028,49,3
23575,C023575,3/1/2023,8/2/2025,True,Client 23575 (Pty) Ltd,REG0023575,06/08/2021,24,101-250,< R5m,Micro,Verified,RM069,9,6
23576,C023576,3/1/2023,8/2/2025,True,Client 23576 (Pty) Ltd,REG0023576,07/29/2016,26,51-100,< R5m,Micro,Verified,RM046,42,9
23577,C023577,3/1/2023,8/2/2025,True,Client 23577 (Pty) Ltd,REG0023577,02/15/2022,22,1-20,R5m-R20m,Small,Verified,RM043,23,2
23578,C023578,3/1/2023,8/2/2025,True,Client 23578 (Pty) Ltd,REG0023578,12/12/2020,11,1-20,< R5m,Micro,Verified,RM054,7,5
23579,C023579,3/1/2023,8/2/2025,True,Client 23579 (Pty) Ltd,REG0023579,07/13/2020,10,251-500,< R5m,Small,Verified,RM005,42,10
23580,C023580,3/1/2023,8/2/2025,True,Client 23580 (Pty) Ltd,REG0023580,05/08/2017,11,51-100,< R5m,Micro,Verified,RM067,25,9
23581,C023581,3/1/2023,8/2/2025,True,Client 23581 (Pty) Ltd,REG0023581,01/14/2017,3,101-250,< R5m,Small,Verified,RM011,24,1
23582,C023582,3/1/2023,8/2/2025,True,Client 23582 (Pty) Ltd,REG0023582,12/02/2021,25,1-20,R100m-R500m,Micro,Verified,RM073,25,8
23583,C023583,3/1/2023,8/2/2025,True,Client 23583 (Pty) Ltd,REG0023583,12/19/2020,14,21-50,R5m-R20m,Micro,Verified,RM018,32,6
23584,C023584,3/1/2023,8/2/2025,True,Client 23584 (Pty) Ltd,REG0023584,04/25/2015,14,1-20,< R5m,Enterprise,Rejected,RM037,28,2
23585,C023585,3/1/2023,8/2/2025,True,Client 23585 (Pty) Ltd,REG0023585,04/25/2016,30,21-50,< R5m,Micro,Verified,RM034,12,4
23586,C023586,3/1/2023,8/2/2025,True,Client 23586 (Pty) Ltd,REG0023586,09/07/2017,19,1-20,R5m-R20m,Micro,Verified,RM094,44,9
23587,C023587,3/1/2023,8/2/2025,True,Client 23587 (Pty) Ltd,REG0023587,10/21/2017,28,51-100,R20m-R100m,Enterprise,Verified,RM010,41,7
23588,C023588,3/1/2023,8/2/2025,True,Client 23588 (Pty) Ltd,REG0023588,07/06/2021,28,501-1000,< R5m,Medium,Verified,RM069,7,3
23589,C023589,3/1/2023,8/2/2025,True,Client 23589 (Pty) Ltd,REG0023589,05/20/2019,4,21-50,< R5m,Small,Verified,RM041,21,6
23590,C023590,3/1/2023,8/2/2025,True,Client 23590 (Pty) Ltd,REG0023590,07/30/2017,26,1-20,R5m-R20m,Micro,In Review,RM008,4,8
23591,C023591,3/1/2023,8/2/2025,True,Client 23591 (Pty) Ltd,REG0023591,08/12/2017,1,1-20,R5m-R20m,Small,Verified,RM012,3,1
23592,C023592,3/1/2023,8/2/2025,True,Client 23592 (Pty) Ltd,REG0023592,07/19/2019,2,51-100,< R5m,Medium,Verified,RM029,30,4
23593,C023593,3/1/2023,8/2/2025,True,Client 23593 (Pty) Ltd,REG0023593,02/06/2017,6,21-50,R20m-R100m,Corporate,Pending,RM074,26,1
23594,C023594,3/1/2023,8/2/2025,True,Client 23594 (Pty) Ltd,REG0023594,09/04/2021,30,21-50,< R5m,Corporate,Verified,RM021,9,2
23595,C023595,3/1/2023,8/2/2025,True,Client 23595 (Pty) Ltd,REG0023595,04/13/2017,13,501-1000,< R5m,Micro,Verified,RM043,41,7
23596,C023596,3/1/2023,8/2/2025,True,Client 23596 (Pty) Ltd,REG0023596,12/30/2020,14,501-1000,R20m-R100m,Micro,Verified,RM091,5,3
23597,C023597,3/1/2023,8/2/2025,True,Client 23597 (Pty) Ltd,REG0023597,07/03/2021,28,51-100,< R5m,Small,Verified,RM087,6,7
23598,C023598,3/1/2023,8/2/2025,True,Client 23598 (Pty) Ltd,REG0023598,11/17/2019,1,1-20,< R5m,Small,In Review,RM088,23,4
23599,C023599,3/1/2023,8/2/2025,True,Client 23599 (Pty) Ltd,REG0023599,09/19/2016,28,501-1000,R20m-R100m,Small,Pending,RM031,44,10
23600,C023600,3/1/2023,8/2/2025,True,Client 23600 (Pty) Ltd,REG0023600,01/12/2016,25,1-20,R5m-R20m,Corporate,Verified,RM032,10,8
23601,C023601,3/1/2023,8/2/2025,True,Client 23601 (Pty) Ltd,REG0023601,03/31/2015,8,1-20,< R5m,Micro,Verified,RM011,1,1
23602,C023602,3/1/2023,8/2/2025,True,Client 23602 (Pty) Ltd,REG0023602,10/26/2022,18,1-20,R5m-R20m,Medium,Verified,RM080,1,3
23603,C023603,3/1/2023,8/2/2025,True,Client 23603 (Pty) Ltd,REG0023603,10/17/2017,14,101-250,R5m-R20m,Small,Verified,RM026,28,3
23604,C023604,3/1/2023,8/2/2025,True,Client 23604 (Pty) Ltd,REG0023604,12/01/2017,2,1-20,R5m-R20m,Small,Verified,RM036,3,6
23605,C023605,3/1/2023,8/2/2025,True,Client 23605 (Pty) Ltd,REG0023605,05/24/2020,24,21-50,< R5m,Corporate,Verified,RM097,43,1
23606,C023606,3/1/2023,8/2/2025,True,Client 23606 (Pty) Ltd,REG0023606,11/24/2017,12,1-20,< R5m,Micro,Verified,RM002,44,10
23607,C023607,3/1/2023,8/2/2025,True,Client 23607 (Pty) Ltd,REG0023607,02/26/2019,27,1-20,R20m-R100m,Micro,Pending,RM001,1,10
23608,C023608,3/1/2023,8/2/2025,True,Client 23608 (Pty) Ltd,REG0023608,02/13/2022,24,21-50,R100m-R500m,Medium,Verified,RM044,19,7
23609,C023609,3/1/2023,8/2/2025,True,Client 23609 (Pty) Ltd,REG0023609,05/04/2015,1,51-100,R5m-R20m,Small,Verified,RM020,24,6
23610,C023610,3/1/2023,8/2/2025,True,Client 23610 (Pty) Ltd,REG0023610,10/05/2020,30,101-250,R100m-R500m,Small,Verified,RM051,16,2
23611,C023611,3/1/2023,8/2/2025,True,Client 23611 (Pty) Ltd,REG0023611,10/24/2022,21,21-50,< R5m,Micro,Verified,RM088,12,5
23612,C023612,3/1/2023,8/2/2025,True,Client 23612 (Pty) Ltd,REG0023612,01/19/2019,15,1-20,< R5m,Small,Verified,RM026,24,4
23613,C023613,3/1/2023,8/2/2025,True,Client 23613 (Pty) Ltd,REG0023613,04/01/2021,11,51-100,R20m-R100m,Small,Verified,RM009,17,4
23614,C023614,3/1/2023,8/2/2025,True,Client 23614 (Pty) Ltd,REG0023614,04/09/2022,18,251-500,R100m-R500m,Small,Pending,RM078,35,8
23615,C023615,3/1/2023,8/2/2025,True,Client 23615 (Pty) Ltd,REG0023615,09/05/2021,17,1-20,R20m-R100m,Micro,Verified,RM067,18,5
23616,C023616,3/1/2023,8/2/2025,True,Client 23616 (Pty) Ltd,REG0023616,02/24/2019,3,1-20,< R5m,Corporate,Verified,RM069,12,9
23617,C023617,3/1/2023,8/2/2025,True,Client 23617 (Pty) Ltd,REG0023617,01/29/2020,15,1-20,R20m-R100m,Small,Verified,RM057,14,3
23618,C023618,3/1/2023,8/2/2025,True,Client 23618 (Pty) Ltd,REG0023618,09/28/2018,13,51-100,< R5m,Micro,Rejected,RM012,50,4
23619,C023619,3/1/2023,8/2/2025,True,Client 23619 (Pty) Ltd,REG0023619,02/21/2015,3,21-50,< R5m,Small,Pending,RM028,2,7
23620,C023620,3/1/2023,8/2/2025,True,Client 23620 (Pty) Ltd,REG0023620,04/23/2019,13,51-100,R500m+,Small,Verified,RM012,42,8
23621,C023621,3/1/2023,8/2/2025,True,Client 23621 (Pty) Ltd,REG0023621,02/10/2019,26,1-20,< R5m,Micro,Verified,RM025,27,6
23622,C023622,3/1/2023,8/2/2025,True,Client 23622 (Pty) Ltd,REG0023622,12/11/2021,9,101-250,< R5m,Micro,In Review,RM003,36,3
23623,C023623,3/1/2023,8/2/2025,True,Client 23623 (Pty) Ltd,REG0023623,08/14/2020,10,1000+,R5m-R20m,Small,Verified,RM010,8,9
23624,C023624,3/1/2023,8/2/2025,True,Client 23624 (Pty) Ltd,REG0023624,09/23/2016,1,1-20,R5m-R20m,Micro,Verified,RM056,2,2
23625,C023625,3/1/2023,8/2/2025,True,Client 23625 (Pty) Ltd,REG0023625,02/05/2020,27,21-50,R5m-R20m,Small,Verified,RM020,48,1
23626,C023626,3/1/2023,8/2/2025,True,Client 23626 (Pty) Ltd,REG0023626,05/17/2018,2,51-100,R100m-R500m,Corporate,Verified,RM038,28,10
23627,C023627,3/1/2023,8/2/2025,True,Client 23627 (Pty) Ltd,REG0023627,03/14/2021,25,21-50,< R5m,Micro,Verified,RM057,6,2
23628,C023628,3/1/2023,8/2/2025,True,Client 23628 (Pty) Ltd,REG0023628,08/09/2020,14,21-50,R5m-R20m,Medium,Verified,RM005,42,3
23629,C023629,3/1/2023,8/2/2025,True,Client 23629 (Pty) Ltd,REG0023629,06/19/2016,5,251-500,< R5m,Corporate,Verified,RM047,30,3
23630,C023630,3/1/2023,8/2/2025,True,Client 23630 (Pty) Ltd,REG0023630,08/17/2022,25,21-50,< R5m,Medium,Pending,RM099,24,4
23631,C023631,3/1/2023,8/2/2025,True,Client 23631 (Pty) Ltd,REG0023631,12/30/2016,22,1-20,< R5m,Small,Verified,RM024,9,6
23632,C023632,3/1/2023,8/2/2025,True,Client 23632 (Pty) Ltd,REG0023632,06/29/2018,10,51-100,R100m-R500m,Small,Verified,RM010,7,7
23633,C023633,3/1/2023,8/2/2025,True,Client 23633 (Pty) Ltd,REG0023633,08/12/2020,26,21-50,R100m-R500m,Small,Verified,RM100,39,2
23634,C023634,3/1/2023,8/2/2025,True,Client 23634 (Pty) Ltd,REG0023634,10/22/2017,19,1-20,< R5m,Medium,Verified,RM089,41,3
23635,C023635,3/1/2023,8/2/2025,True,Client 23635 (Pty) Ltd,REG0023635,01/06/2021,8,1-20,R5m-R20m,Micro,Verified,RM086,9,3
23636,C023636,3/1/2023,8/2/2025,True,Client 23636 (Pty) Ltd,REG0023636,08/13/2020,13,1-20,< R5m,Corporate,Verified,RM025,4,6
23637,C023637,3/1/2023,8/2/2025,True,Client 23637 (Pty) Ltd,REG0023637,03/01/2019,9,501-1000,< R5m,Micro,Verified,RM052,9,6
23638,C023638,3/1/2023,8/2/2025,True,Client 23638 (Pty) Ltd,REG0023638,03/09/2020,18,21-50,R5m-R20m,Micro,Verified,RM051,4,6
23639,C023639,3/1/2023,8/2/2025,True,Client 23639 (Pty) Ltd,REG0023639,04/12/2016,25,501-1000,R5m-R20m,Small,Verified,RM046,1,6
23640,C023640,3/1/2023,8/2/2025,True,Client 23640 (Pty) Ltd,REG0023640,10/18/2020,4,251-500,R100m-R500m,Corporate,Verified,RM091,10,8
23641,C023641,3/1/2023,8/2/2025,True,Client 23641 (Pty) Ltd,REG0023641,07/20/2015,8,1-20,R20m-R100m,Corporate,Verified,RM029,3,1
23642,C023642,3/1/2023,8/2/2025,True,Client 23642 (Pty) Ltd,REG0023642,11/04/2015,5,1-20,R20m-R100m,Micro,Verified,RM057,9,6
23643,C023643,3/1/2023,8/2/2025,True,Client 23643 (Pty) Ltd,REG0023643,08/07/2020,29,1-20,R20m-R100m,Enterprise,In Review,RM035,45,5
23644,C023644,3/1/2023,8/2/2025,True,Client 23644 (Pty) Ltd,REG0023644,07/10/2017,6,21-50,< R5m,Corporate,Verified,RM060,39,4
23645,C023645,3/1/2023,8/2/2025,True,Client 23645 (Pty) Ltd,REG0023645,05/28/2021,20,51-100,R20m-R100m,Small,Verified,RM009,49,10
23646,C023646,3/1/2023,8/2/2025,True,Client 23646 (Pty) Ltd,REG0023646,02/19/2023,5,51-100,< R5m,Micro,Verified,RM011,47,10
23647,C023647,3/1/2023,8/2/2025,True,Client 23647 (Pty) Ltd,REG0023647,06/01/2017,28,1000+,< R5m,Small,Verified,RM083,47,5
23648,C023648,3/1/2023,8/2/2025,True,Client 23648 (Pty) Ltd,REG0023648,08/08/2016,1,251-500,R5m-R20m,Small,Verified,RM042,46,7
23649,C023649,3/1/2023,8/2/2025,True,Client 23649 (Pty) Ltd,REG0023649,09/17/2019,28,1-20,< R5m,Small,Verified,RM063,28,2
23650,C023650,3/1/2023,8/2/2025,True,Client 23650 (Pty) Ltd,REG0023650,05/23/2016,19,251-500,R5m-R20m,Small,In Review,RM081,20,1
23651,C023651,3/1/2023,8/2/2025,True,Client 23651 (Pty) Ltd,REG0023651,01/05/2015,30,101-250,< R5m,Micro,Verified,RM057,31,9
23652,C023652,3/1/2023,8/2/2025,True,Client 23652 (Pty) Ltd,REG0023652,05/29/2021,4,21-50,< R5m,Micro,Verified,RM044,12,4
23653,C023653,3/1/2023,8/2/2025,True,Client 23653 (Pty) Ltd,REG0023653,12/26/2015,1,1-20,R20m-R100m,Enterprise,Pending,RM008,36,1
23654,C023654,3/1/2023,8/2/2025,True,Client 23654 (Pty) Ltd,REG0023654,08/02/2015,29,1-20,R5m-R20m,Micro,Verified,RM037,40,5
23655,C023655,3/1/2023,8/2/2025,True,Client 23655 (Pty) Ltd,REG0023655,12/30/2018,19,1-20,< R5m,Micro,Verified,RM088,43,1
23656,C023656,3/1/2023,8/2/2025,True,Client 23656 (Pty) Ltd,REG0023656,07/16/2016,4,1-20,< R5m,Enterprise,Verified,RM027,49,2
23657,C023657,3/1/2023,8/2/2025,True,Client 23657 (Pty) Ltd,REG0023657,09/13/2022,14,21-50,R5m-R20m,Medium,Pending,RM058,47,8
23658,C023658,3/1/2023,8/2/2025,True,Client 23658 (Pty) Ltd,REG0023658,02/14/2015,14,21-50,R5m-R20m,Small,Verified,RM087,15,2
23659,C023659,3/1/2023,8/2/2025,True,Client 23659 (Pty) Ltd,REG0023659,07/13/2022,9,1-20,< R5m,Micro,Verified,RM009,25,9
23660,C023660,3/1/2023,8/2/2025,True,Client 23660 (Pty) Ltd,REG0023660,09/25/2016,19,21-50,< R5m,Corporate,Pending,RM003,33,9
23661,C023661,3/1/2023,8/2/2025,True,Client 23661 (Pty) Ltd,REG0023661,12/06/2018,11,1-20,R5m-R20m,Medium,Verified,RM035,4,8
23662,C023662,3/1/2023,8/2/2025,True,Client 23662 (Pty) Ltd,REG0023662,04/25/2018,16,1-20,< R5m,Micro,Verified,RM071,6,9
23663,C023663,3/1/2023,8/2/2025,True,Client 23663 (Pty) Ltd,REG0023663,10/16/2019,19,251-500,R20m-R100m,Medium,Verified,RM022,7,3
23664,C023664,3/1/2023,8/2/2025,True,Client 23664 (Pty) Ltd,REG0023664,06/01/2022,4,1-20,R20m-R100m,Micro,Rejected,RM072,28,2
23665,C023665,3/1/2023,8/2/2025,True,Client 23665 (Pty) Ltd,REG0023665,07/31/2022,9,1-20,< R5m,Medium,Verified,RM041,21,9
23666,C023666,3/1/2023,8/2/2025,True,Client 23666 (Pty) Ltd,REG0023666,08/16/2016,25,1-20,< R5m,Medium,In Review,RM010,27,9
23667,C023667,3/1/2023,8/2/2025,True,Client 23667 (Pty) Ltd,REG0023667,11/25/2018,17,51-100,< R5m,Small,In Review,RM096,38,5
23668,C023668,3/1/2023,8/2/2025,True,Client 23668 (Pty) Ltd,REG0023668,04/12/2021,15,51-100,< R5m,Micro,Verified,RM094,9,6
23669,C023669,3/1/2023,8/2/2025,True,Client 23669 (Pty) Ltd,REG0023669,04/10/2020,8,51-100,< R5m,Small,Verified,RM062,38,10
23670,C023670,3/1/2023,8/2/2025,True,Client 23670 (Pty) Ltd,REG0023670,05/06/2017,26,21-50,< R5m,Small,Pending,RM074,29,1
23671,C023671,3/1/2023,8/2/2025,True,Client 23671 (Pty) Ltd,REG0023671,03/07/2020,13,1-20,< R5m,Medium,Rejected,RM029,47,9
23672,C023672,3/1/2023,8/2/2025,True,Client 23672 (Pty) Ltd,REG0023672,07/05/2016,1,21-50,< R5m,Micro,Verified,RM013,24,4
23673,C023673,3/1/2023,8/2/2025,True,Client 23673 (Pty) Ltd,REG0023673,02/12/2015,2,21-50,R100m-R500m,Small,Verified,RM016,49,1
